MWA_Id	MWA_Word
[[13, 15], [7, 10], [8, 11], [9, 12]]	[['.', '.'], ['towards', 'towards'], ['the', 'the'], ['camera', 'camera']]
[[4, 4], [7, 7], [3, 3], [5, 5]]	[['play', 'playing'], ['grass', 'grass'], ['dogs', 'dog'], ['in', 'in']]
[[15, 12], [3, 3], [4, 4], [9, 9], [6, 8], [1, 1]]	[['.', '.'], ['dog', 'dog'], ['is', 'is'], ['shaking', 'shaking'], ['water', 'river'], ['A', 'A']]
[[5, 5], [6, 6]]	[['on', 'on'], ['a', 'a']]
[[10, 15], [6, 11], [7, 12], [8, 13], [9, 14], [2, 6], [1, 5]]	[['.', '.'], ['on', 'on'], ['a', 'a'], ['city', 'city'], ['street', 'street'], ['police', 'policeman'], ['A', 'a']]
[[9, 10], [3, 2], [4, 3], [5, 4], [6, 5], [8, 8], [7, 6]]	[['.', '.'], ['and', 'and'], ['white', 'white'], ['dog', 'dog'], ['runs', 'running'], ['grass', 'grassy'], ['through', 'through']]
[[2, 2], [3, 3], [4, 4], [6, 6]]	[['girl', 'girl'], ['jumping', 'jumping'], ['in', 'in'], ['puddle', 'puddle']]
[[7, 6], [8, 7], [10, 8], [5, 5]]	[['running', 'running'], ['on', 'on'], ['grass', 'grass'], ['dog', 'dog']]
[[11, 11], [5, 5], [6, 6], [7, 7], [2, 2], [3, 3]]	[['.', '.'], ['dog', 'dog'], ['is', 'is'], ['running', 'running'], ['black', 'black'], ['and', 'and']]
[[9, 14], [7, 12], [8, 13], [2, 2]]	[['.', '.'], ['in', 'in'], ['background', 'background'], ['dog', 'boy']]
[[15, 13], [4, 4], [5, 5], [6, 6], [1, 1], [2, 2], [11, 11], [12, 12]]	[['.', '.'], ['a', 'a'], ['red', 'red'], ['coat', 'coat'], ['A', 'A'], ['man', 'man'], ['another', 'another'], ['man', 'man']]
[[14, 13], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [4, 4], [5, 5], [13, 12]]	[['.', '.'], ['in', 'in'], ['the', 'the'], ['back', 'back'], ['of', 'of'], ['a', 'a'], ['people', 'people'], ['are', 'are'], ['truck', 'truck']]
[[11, 8], [6, 3], [7, 4], [8, 5], [9, 6], [10, 7], [1, 2]]	[['.', '.'], ['skiing', 'skiing'], ['down', 'down'], ['a', 'a'], ['snowy', 'snowy'], ['hill', 'hill'], ['Person', 'person']]
[[9, 10], [7, 8], [8, 9], [1, 1], [2, 2], [4, 3], [5, 6]]	[['.', '.'], ['a', 'a'], ['restaurant', 'restaurant'], ['A', 'A'], ['woman', 'woman'], ['eating', 'eating'], ['fish', 'fish']]
[[10, 13], [8, 11], [9, 12], [1, 1], [2, 2]]	[['.', '.'], ['the', 'the'], ['water', 'water'], ['A', 'A'], ['child', 'child']]
[[10, 8], [1, 1], [2, 2], [5, 3]]	[['.', '.'], ['A', 'A'], ['skateboarder', 'skateboarder'], ['trick', 'riding']]
[[14, 12], [11, 9], [12, 10], [13, 11], [3, 4], [4, 5], [10, 8]]	[['.', '.'], ['in', 'in'], ['the', 'the'], ['snow', 'snow'], ['in', 'in'], ['a', 'a'], ['playing', 'plays']]
[[9, 6], [5, 4], [6, 5], [1, 1]]	[['.', '.'], ['an', 'an'], ['escalator', 'escalator'], ['People', 'People']]
[[12, 11], [10, 9], [11, 10], [1, 1], [2, 2], [8, 7], [7, 6], [9, 8]]	[['.', '.'], ['her', 'her'], ['head', 'head'], ['A', 'A'], ['woman', 'woman'], ['arm', 'hand'], ['her', 'her'], ['over', 'above']]
[[9, 9], [7, 7], [8, 8], [1, 1], [2, 2], [4, 4], [5, 5], [3, 3]]	[['.', '.'], ['the', 'the'], ['grass', 'grass'], ['Three', 'Three'], ['little', 'little'], ['are', 'are'], ['sitting', 'sitting'], ['girls', 'children']]
[[11, 13], [2, 2], [3, 3], [10, 12], [7, 9], [6, 8], [5, 5], [4, 4]]	[['.', '.'], ['white', 'white'], ['and', 'and'], ['water', 'water'], ['walking', 'walking'], ['is', 'be'], ['dog', 'dog'], ['brown-spotted', 'brown']]
[[5, 3], [6, 4], [7, 5], [4, 2], [10, 7]]	[['her', 'her'], ['dog', 'dog'], ['through', 'through'], ['running', 'runs'], ['course', 'course']]
[[10, 9], [4, 2], [5, 3], [6, 4], [1, 1]]	[['.', '.'], ['brown', 'brown'], ['dog', 'dog'], ['is', 'is'], ['The', 'The']]
[[15, 12], [7, 3], [8, 4], [9, 5], [12, 9], [13, 10], [11, 8], [2, 11], [4, 1]]	[['.', '.'], ['numbers', 'numbers'], ['on', 'on'], ['their', 'their'], ['in', 'in'], ['a', 'a'], ['run', 'running'], ['crowd', 'pack'], ['men', 'People']]
[[7, 7], [3, 3], [4, 4], [5, 5], [6, 6]]	[['.', '.'], ['jumps', 'jumps'], ['off', 'off'], ['the', 'the'], ['stairs', 'stairs']]
[[14, 11], [1, 1], [2, 2], [6, 3], [11, 7], [10, 6]]	[['.', '.'], ['Two', 'Two'], ['people', 'people'], ['standing', 'stand'], ['lit', 'light'], ['a', 'a']]
[[6, 5], [7, 6], [8, 7], [9, 8], [5, 4]]	[['in', 'in'], ['front', 'front'], ['of', 'of'], ['a', 'a'], ['stands', 'standing']]
[[8, 8], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['Two', 'Two'], ['dogs', 'dogs'], ['are', 'are'], ['playing', 'playing'], ['in', 'in']]
[[9, 9], [2, 2], [3, 3]]	[['.', '.'], ['children', 'children'], ['are', 'are']]
[[8, 9], [1, 1], [2, 2], [7, 7]]	[['.', '.'], ['A', 'A'], ['skateboarder', 'skateboarder'], ['rail', 'train']]
[[7, 7], [4, 4], [5, 5], [6, 6], [1, 1], [2, 2]]	[['.', '.'], ['in', 'in'], ['the', 'the'], ['snow', 'snow'], ['Two', 'Two'], ['dogs', 'dogs']]
[[1, 1], [2, 2], [3, 3], [7, 7], [8, 8], [9, 9], [12, 11]]	[['a', 'a'], ['little', 'little'], ['girl', 'girl'], ['the', 'the'], ['bottom', 'bottom'], ['of', 'of'], ['slide', 'slide']]
[[7, 8], [1, 1], [2, 2], [4, 4], [5, 5]]	[['.', '.'], ['A', 'A'], ['man', 'man'], ['a', 'a'], ['large', 'large']]
[[7, 14], [1, 1], [2, 2], [3, 3], [6, 13], [4, 11], [5, 12]]	[['.', '.'], ['A', 'A'], ['brown', 'brown'], ['dog', 'dog'], ['head', 'head'], ['shaking', 'shaking'], ['its', 'it']]
[[10, 16], [1, 1], [2, 2], [3, 3], [4, 4], [5, 8], [6, 9], [9, 15]]	[['.', '.'], ['Two', 'Two'], ['people', 'people'], ['sit', 'sit'], ['on', 'on'], ['a', 'a'], ['dock', 'dock'], ['water', 'water']]
[[15, 24], [10, 15], [11, 16], [13, 18], [14, 19], [2, 3], [1, 1], [3, 4], [6, 23], [7, 7], [4, 5], [4, 21], [5, 6]]	[['.', '.'], ['their', 'their'], ['order', 'order'], ['the', 'the'], ['waiter', 'waiter'], ['girls', 'women'], ['Two', 'Two'], ['sit', 'sitting'], ['table', 'table'], ['outdoors', 'outdoor'], ['at', 'at'], ['at', 'at'], ['a', 'an']]
[[14, 17], [13, 16], [2, 5], [11, 14]]	[['.', '.'], ['mouth', 'mouth'], ['dogs', 'dog'], ['in', 'in']]
[[11, 10], [2, 2], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['black', 'black'], ['and', 'and'], ['white', 'white'], ['dog', 'dog']]
[[11, 14], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [8, 10], [9, 11], [1, 2], [2, 13]]	[['.', '.'], ['laying', 'laying'], ['on', 'on'], ['the', 'the'], ['ice', 'ice'], ['in', 'in'], ['front', 'front'], ['of', 'of'], ['Hockey', 'hockey'], ['goal-keeper', 'goal']]
[[14, 15], [1, 2], [2, 3], [3, 4], [4, 5], [8, 9]]	[['.', '.'], ['Black', 'black'], ['and', 'and'], ['white', 'white'], ['dog', 'dog'], ['water', 'water']]
[[15, 16], [1, 1], [2, 2], [5, 9]]	[['.', '.'], ['A', 'A'], ['skier', 'skier'], ['snow', 'snow']]
[[11, 12], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7]]	[['.', '.'], ['black', 'black'], ['and', 'and'], ['white', 'white'], ['dog', 'dog'], ['is', 'is'], ['running', 'running']]
[[10, 13], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8]]	[['.', '.'], ['brown', 'brown'], ['dog', 'dog'], ['is', 'is'], ['running', 'running'], ['along', 'along'], ['a', 'a'], ['grassy', 'grassy']]
[[4, 3], [5, 4], [8, 8]]	[['wearing', 'wearing'], ['a', 'a'], ['shirt', 'shirt']]
[[12, 11], [5, 5], [8, 7]]	[['.', '.'], ['black', 'black'], ['white', 'white']]
[[7, 8], [3, 4], [4, 5], [5, 6], [6, 7], [2, 1]]	[['.', '.'], ['running', 'running'], ['along', 'along'], ['the', 'the'], ['beach', 'beach'], ['dog', 'Boy']]
[[12, 14], [1, 1], [2, 2], [9, 11], [10, 12], [3, 5]]	[['.', '.'], ['A', 'A'], ['black', 'black'], ['in', 'in'], ['the', 'the'], ['dog', 'dog']]
[[5, 9], [6, 10], [7, 6], [3, 8], [4, 8], [8, 11], [2, 7], [1, 2]]	[['from', 'from'], ['a', 'a'], ['tree', 'tree'], ['upside', 'upside-down'], ['down', 'upside-down'], ['swing', 'swing'], ['hanging', 'hanging'], ['child', 'girl']]
[[13, 11], [3, 2], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [11, 9], [12, 10]]	[['.', '.'], ['man', 'man'], ['and', 'and'], ['woman', 'woman'], ['sitting', 'sitting'], ['on', 'on'], ['a', 'a'], ['bench', 'bench'], ['are', 'are'], ['kissing', 'kissing']]
[[16, 10], [9, 7], [10, 8], [5, 4], [3, 3], [11, 9], [1, 1]]	[['.', '.'], ['a', 'a'], ['green', 'green'], ['jumping', 'jumps'], ['dog', 'dog'], ['strap', 'leash'], ['A', 'A']]
[[14, 11], [5, 4], [6, 5], [7, 6], [8, 7], [1, 1]]	[['.', '.'], ['stand', 'stand'], ['on', 'on'], ['the', 'the'], ['steps', 'steps'], ['Two', 'Two']]
[[9, 11], [5, 7], [6, 8], [7, 9], [8, 10], [1, 1], [2, 2], [3, 6]]	[['.', '.'], ['running', 'running'], ['in', 'in'], ['the', 'the'], ['grass', 'grass'], ['A', 'A'], ['black', 'black'], ['dog', 'dog']]
[[11, 8], [3, 2], [1, 1]]	[['.', '.'], ['dogs', 'dogs'], ['Two', 'Two']]
[[15, 13], [2, 1], [3, 2], [5, 4], [9, 7], [6, 5]]	[['.', '.'], ['group', 'Group'], ['of', 'of'], ['sit', 'sitting'], ['chairs', 'chairs'], ['in', 'in']]
[[12, 14], [7, 9], [8, 10], [9, 11], [10, 12], [11, 13], [4, 3], [1, 1], [5, 7]]	[['.', '.'], ['another', 'another'], ['dog', 'dog'], ['in', 'in'], ['the', 'the'], ['water', 'water'], ['dog', 'dog'], ['A', 'A'], ['looking', 'looks']]
[[11, 15], [3, 5]]	[['.', '.'], ['playing', 'playing']]
[[12, 11], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 7], [7, 8], [8, 9], [11, 10]]	[['.', '.'], ['Two', 'Two'], ['black', 'black'], ['dogs', 'dogs'], ['are', 'are'], ['playing', 'playing'], ['with', 'with'], ['an', 'an'], ['orange', 'orange'], ['toy', 'toy']]
[[7, 9], [4, 5], [5, 8], [3, 3], [2, 2]]	[['.', '.'], ['wearing', 'wearing'], ['collars', 'collar'], ['dogs', 'dog'], ['brown', 'brown']]
[[15, 7], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['A', 'A'], ['woman', 'woman'], ['is', 'is']]
[[8, 7], [3, 3], [4, 4], [5, 5], [7, 6]]	[['.', '.'], ['play', 'play'], ['in', 'in'], ['a', 'a'], ['field', 'field']]
[[9, 8], [7, 6], [8, 7], [1, 1], [2, 2], [4, 3]]	[['.', '.'], ['a', 'a'], ['log', 'log'], ['A', 'a'], ['small', 'small'], ['dog', 'dog']]
[[10, 11], [3, 3], [1, 1], [8, 10], [9, 7], [6, 6]]	[['.', '.'], ['boy', 'boy'], ['A', 'A'], ['ball', 'balls'], ['pit', 'pit'], ['a', 'a']]
[[8, 13], [3, 3], [1, 1], [7, 11]]	[['.', '.'], ['dog', 'dog'], ['A', 'A'], ['grass', 'grassy']]
[[6, 8], [5, 7], [2, 2]]	[['.', '.'], ['water', 'water'], ['boys', 'boys']]
[[6, 7], [4, 5], [5, 6], [1, 1], [2, 2]]	[['.', '.'], ['a', 'a'], ['wave', 'wave'], ['A', 'A'], ['surfer', 'surfer']]
[[7, 7], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['dogs', 'dogs'], ['running', 'running'], ['through', 'through']]
[[8, 9], [1, 1], [2, 2], [3, 3], [4, 5], [5, 6]]	[['.', '.'], ['a', 'A'], ['black', 'black'], ['dog', 'dog'], ['runs', 'running'], ['across', 'across']]
[[10, 7], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['.', '.'], ['dogs', 'dogs'], ['play', 'play'], ['in', 'in'], ['the', 'the'], ['snow', 'snow']]
[[15, 13], [3, 1], [4, 2], [11, 9], [10, 7], [6, 4], [12, 10]]	[['.', '.'], ['girl', 'Girl'], ['and', 'and'], ['ride', 'ride'], ['a', 'an'], ['stuffed', 'stuffed'], ['above', 'over']]
[[10, 14], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8]]	[['.', '.'], ['Two', 'Two'], ['dogs', 'dogs'], ['are', 'are'], ['fighting', 'fighting'], ['over', 'over'], ['a', 'a'], ['red', 'red'], ['Frisbee', 'Frisbee']]
[[12, 7], [1, 1], [2, 2], [4, 3], [6, 6]]	[['.', '.'], ['Three', 'Three'], ['dogs', 'dogs'], ['playing', 'play'], ['grassy', 'grass']]
[[10, 16], [1, 1], [2, 2], [5, 4], [6, 5], [7, 13], [8, 14], [3, 7], [9, 15]]	[['.', '.'], ['Two', 'Two'], ['boys', 'boys'], ['two', 'two'], ['dogs', 'dogs'], ['at', 'at'], ['the', 'the'], ['play', 'playing'], ['shore', 'seashore']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9]]	[['A', 'A'], ['brown', 'brown'], ['and', 'and'], ['white', 'white'], ['dog', 'dog'], ['is', 'is'], ['jumping', 'jumping'], ['over', 'over'], ['a', 'an']]
[[14, 11], [3, 3], [1, 1]]	[['.', '.'], ['boys', 'children'], ['Three', 'Three']]
[[10, 11], [1, 1], [2, 2]]	[['.', '.'], ['The', 'The'], ['skateboarder', 'skateboarder']]
[[1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6]]	[['A', 'a'], ['group', 'group'], ['of', 'of'], ['children', 'children'], ['playing', 'playing'], ['with', 'with']]
[[10, 9], [1, 1], [2, 2], [3, 3], [4, 5]]	[['.', '.'], ['A', 'A'], ['brown', 'brown'], ['dog', 'dog'], ['running', 'running']]
[[9, 9], [6, 6], [7, 7], [8, 8], [1, 1], [2, 2]]	[['.', '.'], ['green', 'green'], ['and', 'and'], ['shamrocks', 'shamrocks'], ['Three', 'Three'], ['women', 'women']]
[[13, 11], [9, 6], [10, 7], [12, 8]]	[['.', '.'], ['through', 'through'], ['a', 'a'], ['puddle', 'puddle']]
[[7, 5], [3, 2], [4, 3], [6, 4]]	[['.', '.'], ['in', 'in'], ['a', 'a'], ['contest', 'race']]
[[12, 11], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['A', 'A'], ['dog', 'dog'], ['swimming', 'swims']]
[[3, 2]]	[['skateboards', 'skateboarder']]
[[10, 9], [8, 7], [9, 8]]	[['.', '.'], ['the', 'the'], ['mountain', 'mountain']]
[[11, 11], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7]]	[['.', '.'], ['two', 'Two'], ['dogs', 'dogs'], ['are', 'are'], ['running', 'running'], ['towards', 'towards'], ['each', 'each'], ['other', 'other']]
[[2, 7], [1, 6]]	[['skateboarder', 'skateboard'], ['A', 'a']]
[[10, 8], [5, 4], [6, 5], [7, 6], [2, 1], [3, 2]]	[['.', '.'], ['dog', 'dog'], ['runs', 'runs'], ['through', 'through'], ['black', 'Black'], ['and', 'and']]
[[11, 10], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [2, 2], [1, 1], [4, 3]]	[['.', '.'], ['a', 'a'], ['path', 'path'], ['in', 'in'], ['the', 'the'], ['woods', 'woods'], ['kids', 'children'], ['Two', 'Two'], ['walking', 'walking']]
[[12, 14], [1, 1], [2, 2], [6, 6], [5, 4], [8, 12]]	[['.', '.'], ['A', 'A'], ['man', 'man'], ['horse', 'horse'], ['a', 'a'], ['mountains', 'mountain']]
[[6, 8], [3, 4], [5, 7], [4, 6]]	[['.', '.'], ['jumps', 'jumps'], ['obstacles', 'obstacle'], ['an', 'an']]
[[11, 11], [5, 5], [6, 6], [7, 7], [9, 9], [10, 10]]	[['.', '.'], ['dog', 'dog'], ['is', 'is'], ['running', 'running'], ['the', 'the'], ['grass', 'grass']]
[[7, 7], [3, 3]]	[['.', '.'], ['runs', 'runs']]
[[7, 7], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['A', 'A'], ['girl', 'girl'], ['dances', 'dances'], ['on', 'on'], ['a', 'a']]
[[8, 6], [1, 1], [2, 2], [7, 5], [3, 3], [5, 4]]	[['.', '.'], ['Two', 'Two'], ['dogs', 'dogs'], ['grass', 'grass'], ['run', 'running'], ['on', 'on']]
[[11, 10], [3, 4], [2, 2], [4, 5], [7, 9], [5, 7]]	[['.', '.'], ['pushes', 'pushing'], ['child', 'boy'], ['another', 'another'], ['swing', 'swings'], ['on', 'on']]
[[10, 10], [7, 7], [8, 8], [9, 9], [1, 1], [2, 2], [3, 3], [4, 4]]	[['.', '.'], ['red', 'red'], ['fire', 'fire'], ['hydrant', 'hydrant'], ['Two', 'Two'], ['dogs', 'dogs'], ['are', 'are'], ['peeing', 'urinating']]
[[13, 10], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['is', 'is'], ['flying', 'flying'], ['through', 'through']]
[[9, 5], [1, 1], [2, 2]]	[['.', '.'], ['Two', 'Two'], ['children', 'children']]
[[8, 10], [1, 2]]	[['.', '.'], ['Person', 'person']]
[[9, 10], [5, 8], [6, 9], [3, 2], [1, 1], [8, 6]]	[['.', '.'], ['a', 'a'], ['horse', 'horse'], ['dog', 'dog'], ['A', 'A'], ['leg', 'leg']]
[[6, 5], [3, 2], [4, 3], [5, 4]]	[['.', '.'], ['man', 'man'], ['rock', 'rock'], ['climbs', 'climbing']]
[[1, 1], [2, 2], [3, 3], [4, 4]]	[['a', 'A'], ['group', 'group'], ['of', 'of'], ['dogs', 'dogs']]
[[17, 16], [8, 9], [9, 10], [13, 11], [5, 2]]	[['.', '.'], ['carrying', 'carrying'], ['a', 'a'], ['ball', 'ball'], ['dark', 'brown']]
[[1, 3], [2, 4], [7, 16], [6, 15], [9, 13], [4, 8]]	[['Dog', 'dog'], ['running', 'running'], ['geese', 'ducks'], ['two', 'two'], ['water', 'water'], ['shore', 'shoreline']]
[[9, 7], [3, 2], [7, 6]]	[['.', '.'], ['dog', 'dogs'], ['grassy', 'grass']]
[[17, 15], [14, 12], [15, 13], [16, 14], [8, 7], [9, 8], [11, 9], [4, 3], [1, 1]]	[['.', '.'], ['in', 'in'], ['its', 'its'], ['mouth', 'mouth'], ['the', 'the'], ['grass', 'grass'], ['holding', 'carrying'], ['dog', 'dog'], ['A', 'A']]
[[12, 16], [5, 9], [6, 10], [3, 3], [1, 1], [2, 2], [9, 15]]	[['.', '.'], ['out', 'out'], ['his', 'his'], ['catcher', 'catcher'], ['A', 'A'], ['child', 'boy'], ['catch', 'catch']]
[[15, 16], [8, 5], [9, 6], [10, 7], [12, 10], [13, 11], [14, 12], [3, 1], [4, 2], [11, 9], [5, 4]]	[['.', '.'], ['a', 'a'], ['baseball', 'baseball'], ['cap', 'cap'], ['in', 'in'], ['the', 'the'], ['air', 'air'], ['a', 'A'], ['boy', 'boy'], ['jumping', 'jumps'], ['wearing', 'wearing']]
[[9, 7], [6, 4], [7, 5], [8, 6], [3, 2], [4, 3]]	[['.', '.'], ['in', 'in'], ['the', 'the'], ['snow', 'snow'], ['dogs', 'dogs'], ['are', 'are']]
[[8, 14], [3, 3], [4, 4], [1, 1]]	[['.', '.'], ['are', 'are'], ['walking', 'walking'], ['Two', 'Two']]
[[9, 8], [5, 5], [6, 6], [2, 3]]	[['.', '.'], ['in', 'in'], ['a', 'a'], ['girl', 'girl']]
[[9, 10], [2, 3], [3, 4], [5, 6], [6, 7], [1, 1]]	[['.', '.'], ['girl', 'girl'], ['is', 'is'], ['on', 'on'], ['a', 'a'], ['A', 'A']]
[[11, 8], [7, 5], [8, 6], [10, 7], [6, 4], [5, 3], [2, 2]]	[['.', '.'], ['through', 'through'], ['the', 'the'], ['grass', 'grass'], ['run', 'runs'], ['dogs', 'dog'], ['brown', 'brown']]
[[4, 2], [8, 6]]	[['skiers', 'skiers'], ['mountain', 'mountain']]
[[9, 9], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7]]	[['.', '.'], ['A', 'A'], ['brown', 'brown'], ['dog', 'dog'], ['laying', 'laying'], ['on', 'on'], ['a', 'a'], ['blue', 'blue']]
[[12, 12], [2, 4], [3, 5], [4, 6], [5, 7], [6, 8], [7, 9], [1, 1]]	[['.', '.'], ['white', 'white'], ['dog', 'dog'], ['is', 'is'], ['playing', 'playing'], ['with', 'with'], ['a', 'a'], ['A', 'A']]
[[9, 12], [2, 3], [3, 4], [5, 7], [6, 8]]	[['.', '.'], ['dog', 'dog'], ['standing', 'standing'], ['snow', 'snow'], ['looking', 'looking']]
[[7, 8], [1, 1], [2, 2], [4, 4], [5, 5], [6, 7], [3, 3]]	[['.', '.'], ['A', 'A'], ['dog', 'dog'], ['in', 'in'], ['the', 'the'], ['water', 'water'], ['splashing', 'splashes']]
[[17, 13], [5, 3], [6, 4], [7, 5], [11, 7], [12, 8], [13, 9], [1, 1], [2, 2]]	[['.', '.'], ['and', 'and'], ['white', 'white'], ['dog', 'dog'], ['a', 'a'], ['white', 'white'], ['Frisbee', 'Frisbee'], ['a', 'A'], ['black', 'black']]
[[11, 11], [6, 6], [7, 7], [4, 5], [3, 3], [2, 2], [1, 1]]	[['.', '.'], ['a', 'a'], ['horse', 'horse'], ['rides', 'riding'], ['girl', 'girl'], ['young', 'little'], ['A', 'A']]
[[11, 12], [4, 4], [5, 5], [6, 6], [1, 1], [2, 2], [10, 11], [9, 10]]	[['.', '.'], ['a', 'a'], ['blue', 'blue'], ['boat', 'boat'], ['A', 'a'], ['man', 'man'], ['houses', 'houses'], ['colored', 'colorful']]
[[14, 13], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [10, 10], [11, 11], [6, 6]]	[['.', '.'], ['A', 'A'], ['group', 'group'], ['of', 'of'], ['people', 'people'], ['are', 'are'], ['of', 'of'], ['a', 'a'], ['walking', 'riding']]
[[14, 12], [1, 1], [2, 2], [4, 4], [5, 5], [13, 11], [11, 9]]	[['.', '.'], ['A', 'A'], ['dog', 'dog'], ['through', 'through'], ['the', 'the'], ['mouth', 'mouth'], ['in', 'in']]
[[19, 18], [4, 2], [5, 3], [1, 1]]	[['.', '.'], ['brown', 'brown'], ['dog', 'dog'], ['A', 'A']]
[[10, 12], [1, 1], [2, 2], [3, 3]]	[['.', '.'], ['The', 'The'], ['dog', 'dog'], ['is', 'is']]
[[13, 10], [11, 8], [12, 9], [1, 1], [2, 2], [3, 4], [4, 5], [9, 6]]	[['.', '.'], ['the', 'the'], ['street', 'street'], ['Woman', 'Woman'], ['in', 'in'], ['black', 'black'], ['dress', 'dress'], ['walking', 'walking']]
[[8, 7], [5, 4], [6, 5], [7, 6], [3, 3], [2, 2]]	[['.', '.'], ['on', 'on'], ['the', 'the'], ['beach', 'beach'], ['plays', 'plays'], ['boy', 'dog']]
[[9, 15], [4, 7], [5, 8], [6, 12]]	[['.', '.'], ['is', 'is'], ['running', 'running'], ['through', 'during']]
[[8, 9], [1, 2], [2, 3], [3, 4]]	[['.', '.'], ['Girl', 'girl'], ['stands', 'stands'], ['in', 'in']]
[[9, 11], [7, 9], [8, 10], [1, 1], [2, 2], [4, 6], [5, 7]]	[['.', '.'], ['the', 'the'], ['grass', 'grass'], ['Two', 'Two'], ['dogs', 'dogs'], ['each', 'each'], ['other', 'other']]
[[12, 10], [1, 1], [2, 2], [3, 3], [7, 8]]	[['.', '.'], ['The', 'The'], ['man', 'man'], ['is', 'is'], ['little', 'little']]
[[3, 2], [4, 3], [5, 4], [11, 10], [12, 11], [13, 12], [8, 6], [9, 7]]	[['tan', 'tan'], ['dog', 'dog'], ['is', 'is'], ['in', 'in'], ['its', 'its'], ['mouth', 'mouth'], ['a', 'a'], ['green', 'green']]
[[11, 18], [4, 3], [5, 4], [10, 17], [1, 2], [8, 14], [3, 7]]	[['.', '.'], ['dog', 'dog'], ['with', 'with'], ['grass', 'grass'], ['White', 'white'], ['running', 'running'], ['brown', 'brown']]
[[1, 1], [2, 2], [5, 9], [6, 10], [3, 7]]	[['A', 'A'], ['man', 'man'], ['the', 'the'], ['beach', 'beach'], ['juggles', 'juggling']]
[[11, 8]]	[['.', '.']]
[[13, 14], [3, 3], [4, 4], [9, 13]]	[['.', '.'], ['is', 'is'], ['riding', 'riding'], ['air', 'area']]
[[9, 11], [6, 7], [7, 8], [8, 9], [3, 4], [2, 2], [5, 6]]	[['.', '.'], ['on', 'on'], ['a', 'a'], ['swing', 'swing'], ['pushes', 'pushing'], ['child', 'boy'], ['child', 'girl']]
[[10, 12], [2, 3]]	[['.', '.'], ['boy', 'dog']]
[[9, 13], [2, 6], [3, 7], [8, 12], [5, 10], [4, 9], [1, 2]]	[['.', '.'], ['gathered', 'gathered'], ['in', 'in'], ['flags', 'flags'], ['waving', 'waving'], ['streets', 'street'], ['Crowd', 'crowd']]
[[12, 14], [5, 8], [6, 9], [7, 10]]	[['.', '.'], ['through', 'through'], ['an', 'an'], ['opening', 'open']]
[[11, 11], [6, 5], [7, 6], [8, 7], [4, 10], [3, 9], [1, 2]]	[['.', '.'], ['a', 'a'], ['trick', 'trick'], ['on', 'on'], ['bicycle', 'bike'], ['green', 'green'], ['Man', 'man']]
[[11, 14], [8, 11], [9, 12], [10, 13], [5, 7], [6, 8], [1, 5]]	[['.', '.'], ['in', 'in'], ['its', 'its'], ['mouth', 'mouth'], ['with', 'with'], ['a', 'a'], ['Dog', 'dog']]
[[8, 12], [3, 3], [4, 4], [5, 6], [6, 7], [7, 11], [2, 2], [1, 1]]	[['.', '.'], ['girl', 'girl'], ['running', 'running'], ['on', 'on'], ['the', 'the'], ['beach', 'beach'], ['young', 'little'], ['A', 'A']]
[[7, 7], [5, 5], [6, 6], [3, 3]]	[['.', '.'], ['the', 'the'], ['ball', 'ball'], ['player', 'player']]
[[8, 8], [1, 1], [2, 2], [3, 3], [5, 5], [6, 6]]	[['.', '.'], ['A', 'A'], ['white', 'white'], ['dog', 'dog'], ['into', 'into'], ['a', 'a']]
[[9, 10], [1, 1], [2, 2], [3, 3], [6, 7], [7, 8]]	[['.', '.'], ['Two', 'Two'], ['dogs', 'dogs'], ['are', 'are'], ['in', 'in'], ['a', 'a']]
[[10, 15], [5, 9], [6, 10], [7, 11], [1, 1], [2, 2], [4, 8]]	[['.', '.'], ['on', 'on'], ['a', 'a'], ['rope', 'rope'], ['A', 'A'], ['man', 'man'], ['swinging', 'swings']]
