Dataset	Level1	Level2	Genre	Baseline	Score
sentence2phrase.train	The story described the main character's wristwatch in mind-numbing detail.	second hands on the watch	Idiomatic	0.5	1.88
sentence2phrase.train	We completely agree and there's no daylight between us on the issue.	complete agreement	Idiomatic	0.93	5.0
sentence2phrase.train	He has an ankle sprain and his status is day-to-day.	increase to sports-related injuries	Idiomatic	0.35	1.88
sentence2phrase.train	Madrid had to keep an eye on their loose canons after the game to avoid any further penalities from player fights.	players who are inclined towards violence	Idiomatic	0.39	3.13
sentence2phrase.train	Now, over to our man in Tokyo for an on-the-spot report.	Japanese news updates	Idiomatic	0.26	4.38
sentence2phrase.train	He gave a blow-by-blow account of the entire trip.	recollection of events	Idiomatic	0.56	4.54
sentence2phrase.train	Do some back-of-the-envelope calculations before all the facts come in.	waiting for final details	Idiomatic	0.32	3.13
sentence2phrase.train	Their soup-to-nuts approach left us with few questions.	questions about designs	Idiomatic	1.16	4.38
sentence2phrase.train	One of the most upper-crust districts of Paris.	step out of line	Idiomatic	0.64	0.0
sentence2phrase.train	My wife makes the best little old apple pie in Texas.	hammer home	Idiomatic	0.15	0.0
sentence2phrase.train	He took her to the park where they first met before popping the question.	engagement ring	Idiomatic	0.34	2.5
sentence2phrase.train	Pretty eyes have always been a turn-on.	attractive eyes	Idiomatic	0.93	4.06
sentence2phrase.train	Although they are still available, I think we would be hard-pressed to find one on short notice.	bricks and mortar	Idiomatic	0.27	0.31
sentence2phrase.train	He never got used to the cut-and-thrust of political debate.	objective political discussion	Idiomatic	1.33	3.13
sentence2phrase.train	He told an off-color joke.	a crick in my back all night	Idiomatic	0.37	0.0
sentence2phrase.train	He's more of a lone wolf, always programming on his own and rarely talking to others about what he's up to.	software development by a single individual	Idiomatic	0.2	5.0
sentence2phrase.train	She told me to ask so-and-so, but he didn't know, either.	asking a specific person	Idiomatic	0.37	4.38
sentence2phrase.train	Tom Pitella is a go-getter and does not rely on others to prove things in the field of mathematics to him.	solving mathematics problems himself	Idiomatic	0.92	4.54
sentence2phrase.train	The government contract forces us to stick to hard-and-fast rules.	penalties for violating export control	Idiomatic	0.68	1.25
sentence2phrase.train	The 'closet can be a scary place for a gay teenager.	hiding one's sexuality	Idiomatic	0.27	3.75
sentence2phrase.train	They're aiming for a more upper-crust clientele.	whale of a time	Idiomatic	0.47	0.0
sentence2phrase.train	This isn't your run-of-the-mill refrigerator; you'll find the extra features well worth the price.	high and dry	Idiomatic	0.28	0.0
sentence2phrase.train	I was making a cake but when I added too much sugar, it became the balls-up of my cooking career.	the worst cooking mistake I've made	Idiomatic	0.68	4.38
sentence2phrase.train	The streaker's wet dream was to be on TV butt-naked on a rainy day.	personal best-case scenario	Idiomatic	0.32	2.81
sentence2phrase.train	He made a few off-the-cuff remarks before launching into his prepared speech.	precipitated into a riot	Idiomatic	0.59	0.0
sentence2phrase.train	Obtaining financing was a life-or-death matter for the research.	labour of love	Idiomatic	0.26	0.63
sentence2phrase.train	The term black sanctus was originally anglicized from Latin.	the Latin vulgate	Idiomatic	0.78	0.0
sentence2phrase.train	My slave-driving boss expects me to work over the weekend - what a ball-breaker!	unappealing work on the weekend	Idiomatic	1.08	3.75
sentence2phrase.train	For us it's been a real Catch-22; when we have the time to take a vacation, we don't have enough money and when we have enough money, we don't have the time.	the time and money required for vacation	Idiomatic	0.45	4.16
sentence2phrase.train	No wonder it doesn't work. The whole design is ass-backwards.	designed by committee	Idiomatic	0.73	1.25
sentence2phrase.train	The politician was unnerved by the journalist's quick-fire questioning.	a breaking report by 60 Minutes	Idiomatic	0.39	1.25
sentence2phrase.train	Congress frequently meets behind closed doors to avoid public scrutiny of their bargaining process.	congress dodging criticism using secret meetings	Idiomatic	0.55	5.0
sentence2phrase.train	He sent flowers in a last-ditch effort to keep her from leaving.	flowers for a loved one	Idiomatic	0.92	2.71
sentence2phrase.train	His touch-and-go condition kept his wife at the hospital for days.	precarious health	Idiomatic	0.24	4.38
sentence2phrase.train	He preferred the clarity of science and left the touchy-feely stuff to others.	attraction to cognitive science research	Idiomatic	0.77	1.25
sentence2phrase.train	He's been on his soapbox all day about the new football coach.	complaining about the coach	Idiomatic	1.23	3.75
sentence2phrase.train	The earthquake left the residents hard-pressed.	beyond one's wildest dreams	Idiomatic	0.27	0.0
sentence2phrase.train	I hate this poor, polluted, ignorant pissass town!	power behind the throne	Idiomatic	0.55	0.0
sentence2phrase.train	That pencil-necked geek isn't going to stop me.	eyes in the back of your head	Idiomatic	0.27	0.0
sentence2phrase.train	The media published a blow-by-blow of the trial as it happened.	extremely detailed court reporting	Idiomatic	0.31	5.0
sentence2phrase.train	They caught us flat-footed.	fiddling while Rome burns	Idiomatic	0.19	0.63
sentence2phrase.train	We're doomed if this wee jumped-up monkey gets Gordon Smith's blessing.	bad planning	Idiomatic	0.36	2.5
sentence2phrase.train	She's rather thin-skinned when it comes to comments about her work.	constructive criticism	Idiomatic	0.22	2.5
sentence2phrase.train	can a bad registry cause links not to work and can the 'cleaners' cause all the problems?	problems with the Windows registry	CQA	0.73	3.13
sentence2phrase.train	Websites that if i type in something, it will say it aloud, but in differnet accents?	hearing different accents for the same piece of text	CQA	0.66	3.75
sentence2phrase.train	anyone know any good sites 4 listen to music for free other than playlist?	free music sites	CQA	0.78	4.16
sentence2phrase.train	Does it cost anything to post a sale on ebay?	multiple items for sale	CQA	0.73	1.25
sentence2phrase.train	INTERNET CONNECTED, BUT BROWSING TROUGH EXPLORER WONT WORK -- help plz!?	problems connecting to internet	CQA	0.1	2.19
sentence2phrase.train	whn i vsit sum websites t says 'sorry ths website s nt availbl fr u r country' i'm frm india wt 2 do?	blocking websites on a per-country basis	CQA	0.71	4.38
sentence2phrase.train	How we can come to know whether the article we are writing is orignal or not?	measuring writing originality	CQA	0.85	4.38
sentence2phrase.train	What is a music website that will not be blocked at schools?	blocks on most streaming music sites	CQA	0.73	3.34
sentence2phrase.train	comcast internet works, then doesnt work, then works,then doesnt work..?	Comcast internet provider	CQA	1.65	2.91
sentence2phrase.train	Can you give me some feedback to make my blog better?	improvements to my blog	CQA	1.05	4.16
sentence2phrase.train	What is the best way to promote your web hosting website?	advertisements or word of mouth	CQA	0.34	2.91
sentence2phrase.train	Is it rude to ask for a lower offer on ebay?	internet explorer 8	CQA	0.47	0.0
sentence2phrase.train	Is it illegal to download Japanese/Korean/Taiwanese TV shows in the UK?	the legality of downloading Asian TV shows	CQA	0.8	4.38
sentence2phrase.train	I keep getting re-directed to other sites when I open up my broswer?	problems with browser redirecting to sites when opened	CQA	0.99	5.0
sentence2phrase.train	What is a better browser to use: Mozilla Firefox or Internet Explorer?	preference for Opera	CQA	0.34	0.84
sentence2phrase.train	Can't access website, could someone help me get this in?	submitting web forms	CQA	0.53	0.0
sentence2phrase.train	Can a virus/trojan/keylogger ect. corrupt or get into my connection?	a malicious program changing my computer's settings	CQA	0.51	3.75
sentence2phrase.train	Why can I download torrents fine, but internet pages don't load properly (if at all)?	problems view webpages but not downloading torrents	CQA	0.66	5.0
sentence2phrase.train	How do I restore previous websites in the address bar in Firefox?	restoring Firefox browser history	CQA	0.82	4.79
sentence2phrase.train	I sold an item on ebay and the money went in my paypal account, now i want to use it to pay for a dvd i brough?	wireless laptop	CQA	0.16	0.0
sentence2phrase.train	what are some photosharing websites where people can pay u to download your pics?	amateur photographer with a nice camera	CQA	0.5	1.25
sentence2phrase.train	If my friend has a webcam, can i still do "video call" with them if I have a Skype account, but not a webcam?	video chat with a friend	CQA	0.53	2.5
sentence2phrase.train	how do i get employment information on someone i took to court.they owe me money.?	website where teenagers can walk around and chat	CQA	0.15	0.0
sentence2phrase.train	IN opera browser, i tried to change colour to Blue but it is still grey bars?	change colors in Opera	CQA	1.11	4.79
sentence2phrase.train	I recently blocked a site through my router, then unblocked it why can i still not access it?	router configuration	CQA	0.53	2.5
sentence2phrase.train	How can I make more money as a webcam girl?	that website that looks like Twitter	CQA	0.51	0.0
sentence2phrase.train	Could this girl be lying or is she really telling the truth?	Buy Now button	CQA	0.27	0.0
sentence2phrase.train	How much is adultfriendfinder and virtuagirlhd making and why are its ads everywhere?	advertising revenues for common banner ads	CQA	0.32	3.13
sentence2phrase.train	When I close one internet Explorer Window all the other open IE Windows get Closed !?	closing IE browser windows	CQA	0.54	3.75
sentence2phrase.train	If I buy something with PayPal, how will the purchase appear on my credit card statement?	the full product name	CQA	0.36	1.46
sentence2phrase.train	I have a virus that i cannot get rid of....HELP!!!!!?	an unremovable virus	CQA	0.82	4.79
sentence2phrase.train	After upgrading from IE 6 to IE 8 I appear to have lost my Bookmarks, on the toolbar Bookmarks is shaded out?	losing all my bookmarks after upgrading to IE8	CQA	0.97	4.79
sentence2phrase.train	Why I cannot connect to the Web using any browser but can connect using the My Computer icon?	problems connecting to the Internet	CQA	0.63	3.44
sentence2phrase.train	Is there a website to make money working at home?	guide for self employment	CQA	0.27	2.5
sentence2phrase.train	Has anyone used HappyBidders before and won something before, Is a scam or not. www.happybidders.com?	veracity of happybidders prize claims	CQA	0.87	4.79
sentence2phrase.train	Why don't they have a six month premium membership on deviantART?	lack of a six-month premium deviantART membership	CQA	1.23	5.0
sentence2phrase.train	How do I get more vistors to come to my website?	advertisements or word of mouth	CQA	0.38	3.13
sentence2phrase.train	Where can I find low-size (1 GB or so) torrent movies?	downloading movies with small file size	CQA	0.76	4.16
sentence2phrase.train	Whats the website where it lists phone numbers to companys so you arent on hold?	server hosting service providers with WordPress	CQA	0.32	0.0
sentence2phrase.train	How do I get rid of the "Favorites" and "History" sections on the Internet Explorer Address bar?	clearing the information in the IE address bar	CQA	0.7	4.38
sentence2phrase.train	do i have to have paypal to buy something on e-bay?	requirement for using PayPal	CQA	0.51	0.63
sentence2phrase.train	if u have 2 blackberries do u have to pay double internet?	AT&T terms of service	CQA	0.38	2.09
sentence2phrase.train	Is there a site you can advertise stuff what are up for bidding free?	advertising items online	CQA	0.86	3.75
sentence2phrase.train	HOW TO MAKE CALLS TO MOBILE & LAND LINE PHONES USING INTERNET BROAD BAND?	VoIP phone	CQA	0.12	2.29
sentence2phrase.train	How do you transfer your itunes library to another drive (such as an external hard drive)?	proxy list for use at school	CQA	0.26	0.0
sentence2phrase.train	What's the name of that website that looks like Twitter?	a block on Twitter in my country	CQA	0.91	1.66
sentence2phrase.train	Does Formspring ever take a while to publish your answers?	lockerz prices	CQA	0.42	0.0
sentence2phrase.train	Can you buy straight out on Ebay or do you always have to make a bid?	Ebay bidding versus buying	CQA	0.53	4.59
sentence2phrase.train	Don't we use the internet because we don't want to see commercials?	avoiding commercials	CQA	1.38	3.65
sentence2phrase.train	where can I do a reverse phone number look up that is 100% FREE and DISCREET?	an unknown number that called my phone	CQA	0.7	2.5
sentence2phrase.train	do you now where i can watch free older movies online without download?	streaming vintage movies for free	CQA	0.77	5.0
sentence2phrase.train	how do i watch a show thats restricted to a certain country?	located in the UK	CQA	0.52	1.25
sentence2phrase.train	How do I get this magnification box to go away?	2 kids in a sandbox	CQA	0.45	0.0
sentence2phrase.train	Why am I getting referrers on wordpress from random facebook links?	best answer best points	CQA	0.22	0.0
sentence2phrase.train	how do i get the text in the textbox back after accidentally pressing the back button!!!?	restoring textbox text after changing pages	CQA	0.68	4.9
sentence2phrase.train	Where on the internets can I find an unstaged video of a girl dancing and stripping naked on a bar room table?	videos of strip dancing on a bar room table	CQA	1.31	4.38
sentence2phrase.train	Why is it someone always beats me to answering first?	pictures of what people would look like as the opposite sex	CQA	0.27	0.0
sentence2phrase.train	i just sold something on ebay and now im confused on what to do next?	what to do after selling an item	CQA	1.09	3.96
sentence2phrase.train	What is the best and safest place to setup an email account for my 14 year old teenager?	everywhere i go on-line	CQA	0.18	0.41
sentence2phrase.train	Does Paypal make me pay right away when I send money?	timing of PayPal's actions	CQA	0.51	3.75
sentence2phrase.train	Is there really a reverse phone search that is free?	reverse phone lookup	CQA	1.95	3.85
sentence2phrase.train	What would be my best bet to surviving a raptor attack?	fleeing for my life or fighting	CQA	0.46	2.5
sentence2phrase.train	When will lockerz Launch come and what will it be like?	prizes back in stock	CQA	0.4	0.63
sentence2phrase.train	does anybody know of any web sites that has a list of all the flowers they have?	list of all flowers available on a website	CQA	0.99	4.79
sentence2phrase.train	is there a website where I can create a creature?	creative design websites	CQA	1.09	4.38
sentence2phrase.train	What is the best FREE, ONLINE video converter that actually works?	online streaming	CQA	0.24	0.47
sentence2phrase.train	does anyone know an untie filter that works on Mozilla firefox3.6?	untie filter browser plugin	CQA	1.4	4.06
sentence2phrase.train	How to take snapshots of you and the person your talking to on skype?	Amazon Free Super Shipping	CQA	0.32	0.0
sentence2phrase.train	How do I make a new tab in Firefox NOT open as my last tab?	Firefox tab preferences	CQA	0.98	2.81
sentence2phrase.train	What is a Proxy and how do I get rid of it?	little known sites	CQA	0.33	0.0
sentence2phrase.train	I cant send mail from my alternative address to any Yahoo address?	blocked email address	CQA	0.92	3.44
sentence2phrase.train	On Twitter if u reply to a tweet posted by sum1 u follow do u they see ur reply if they aren't following u?	without the files actually being on my computer	CQA	0.26	0.0
sentence2phrase.train	Why does Verizon DSL not offer promotional discounts to current customers?	Verizon promotional discounts	CQA	2.13	3.75
sentence2phrase.train	can you pay for stuff on ebay with mutiple cards?	credit card payments online	CQA	0.66	2.91
sentence2phrase.train	is www.listia.com a scam, or do you really get the stuff you win?	taking forever to load	CQA	0.23	0.41
sentence2phrase.train	How do I get my once a year free credit report?	interest rates based on my credit scores	CQA	0.92	1.25
sentence2phrase.train	How long does it take to receive a payment to Paypal account when selling on Ebay?	contacting the buyer for proof of payment	CQA	0.65	1.88
sentence2phrase.train	Looking for Advice about an eBayer Seller, sending me empty boxes.?	advice on empty boxes sent by eBay seller	CQA	1.11	5.0
sentence2phrase.train	If i give Points2shop my addres will they send me stuff i didn't ask for?	only the cookies you want	CQA	0.41	0.0
sentence2phrase.train	How to block audio on  commercial on a webpage ?	muting sound	CQA	0.17	2.81
sentence2phrase.train	Computer shows that internet is working but get DNS failure on every website I try?	constant DNS failure	CQA	1.26	4.38
sentence2phrase.train	How do I watch videos on Megavideo without the time limit?	watching videos on Megavideo	CQA	2.33	3.54
sentence2phrase.train	do prizes on lockerz decrease points over time or do they stay the same?	lockerz prizes point values	CQA	0.81	3.13
sentence2phrase.train	Can we print Deviantart pics on a printer if it's not a paying picture?	printing non-paying Deviantart pictures	CQA	1.37	5.0
sentence2phrase.train	how to remove this error that's skype IE plugin error?	configuring the Skype IE plugin	CQA	1.65	3.96
sentence2phrase.train	Suggest me a good wireless internet connection with unlimited usage?	unlimited wireless internet provider	CQA	1.93	4.9
sentence2phrase.train	When you submit a Best Offer on Ebay does it count as a Buy It now purchase?	waiting for purchase to complete	CQA	0.84	2.71
sentence2phrase.train	My twitter search tool works with IE but not with Firefox?	Twitter search tool	CQA	2.34	2.91
sentence2phrase.train	Only this year, six years overdue, and under enormous pressure from the French Government, has the Commission at last proposed European harmonised noise indicators.	European harmonised noise indicators	Newswire	1.8	3.13
sentence2phrase.train	I believe the future of fishing in international waters depends on these organisations, and the Commission must make every possible effort.	the future of fishing in international waters depending on organisations	Newswire	2.46	4.59
sentence2phrase.train	The Commission considers that such adjustments go in the right direction towards the establishment of fairer charging systems which give also an incentive for a more rational and efficient use of the road network.	on the back of the taxpayer	Newswire	0.34	0.31
sentence2phrase.train	I am committed to ensuring that the food consumers have available, whether it comes from within or outside the European Union, meets the highest standards.	a thorny issue	Newswire	0.18	0.0
sentence2phrase.train	If the financial perspective is not revised, we will inevitably be caught up in "financial engineering" , in redeploying resources and in cuts, either in general expenditure, social and environmental spending or in cooperation.	preventative measures	Newswire	0.2	1.88
sentence2phrase.train	I will, of course, inform the President of what you have said.	espionage within government	Newswire	0.34	0.84
sentence2phrase.train	We now have a harmonised scheme to draft country strategy papers and indicative cooperation programmes in all developing countries.	a brisk pace	Newswire	0.21	0.0
sentence2phrase.train	Current compensation funds have been inadequately funded and this was all too apparent in the case of the Braer disaster where the Shetland Islands fishing industry was inadequately compensated for its losses.	inadequate funding after the Braer Disaster	Newswire	0.43	4.06
sentence2phrase.train	In paragraph 26, moreover, it called for the establishment of an international arbitration organisation to cancel the debts of the countries of the South.	document stating the necessity of international arbitration organisation to eliminate debt in the South	Newswire	1.68	4.79
sentence2phrase.train	We have heard the justifications for them and for the reprise of the industrial arguments which we heard in committee.	called for jury	Newswire	0.45	0.0
sentence2phrase.train	It is also unfortunate that a large number of programmes have been put in the so-called performance reserve.	performance reserve	Newswire	1.49	2.71
sentence2phrase.train	I am sure that the Albanian political prisoners will also be released soon.	a considerable number of Albanians	Newswire	0.83	2.09
sentence2phrase.train	Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down.	pressure from three Anglican bishops to abdicate	Newswire	1.31	4.79
sentence2phrase.train	I believe that some rethinking will certainly have to be done between the Council and Parliament on the liability limit for classification societies, irrespective of what is decided today.	rethinking liability limits	Newswire	0.74	3.44
sentence2phrase.train	At the very long end, the 30-year bond US30YT=RR lost 2/32 for a yield of 4.41 percent.	raising its targets for chip sales on Friday	Newswire	0.38	0.41
sentence2phrase.train	Mr President, I have Mr Nicholson's problem in an even more acute form.	in the political sector	Newswire	0.32	0.41
sentence2phrase.train	The American Anglican Council, which represents Episcopalian conservatives, said it will seek authorization to create a separate group in North America.	battle over gay rights	Newswire	0.11	0.41
sentence2phrase.train	That is why I believe there is a tremendous role for the Commission to play in going out there and encouraging the fishermen to come forward and cooperate with it and come forward with a solution that we can all agree to.	the commission's cooperation and support for an agreement with the fishermen	Newswire	0.47	4.79
sentence2phrase.train	IBM of the US and Infineon Technologies of Germany will today announce a technological development that could threaten multi-billion dollar memory chip markets.	a tech advancement from IBM and Infineon	Newswire	0.65	3.96
sentence2phrase.train	Parliament must be regularly consulted and updated on progress, and it is this, the second of the rapporteurs' requests, which we must all support.	progress consultation	Newswire	0.47	3.13
sentence2phrase.train	For example, with regard to our aid to Mediterranean countries, we have a backlog which has accumulated over many years of budgets.	hot countries with bad budgeting	Newswire	0.61	3.13
sentence2phrase.train	What do you think the impact will be for the Paralympic movement will be with the Games being televised live in the United States for first time?	implications of broadcasting Paralympic games in USA on Paralympic movement.	Newswire	0.91	4.79
sentence2phrase.train	I think it was an excellent political declaration but we still have a few problems here.	solid political allegations with  troubles	Newswire	0.85	4.79
sentence2phrase.train	Mr. Holden toured Northmoor, where between 25 and 30 homes were either damaged or destroyed and the town hall and police station also were damaged.	damage to dozens of homes as well as the police station and town hall	Newswire	0.79	4.79
sentence2phrase.train	How can we even consider reviving this partnership without first resolving the conflict?	relationship break-up	Newswire	0.46	1.66
sentence2phrase.train	As regards MEDA, the Council said that the commitments are not a problem owing to the eight years of payment backlogs.	equating owing money with debt	Newswire	0.47	1.88
sentence2phrase.train	The important thing now is that a good number of projects are presented under the SPDs, but also, alongside this grass-roots action, we must consider in depth the specific needs of each of the outermost regions in relation to access to the information society.	grass-roots movements in rural America	Newswire	0.41	2.4
sentence2phrase.train	The new service was planned to be introduced on flights connecting Honolulu with Oakland, San Jose, Sacramento, Seattle, Phoenix, Fukuoka, Sendai, Seoul, Brisbane, Papeete, and Pago Pago; and Kahului with San Jose, Oakland, and Seattle.	national and international flights	Newswire	0.29	2.5
sentence2phrase.train	As Commissioner Schreyer has already mentioned, there are many political announcements coming out of this year' s Budget: the reorganisation of agricultural policy, new structural programmes, measures to ensure better implementation of the structural policy, and steps designed to follow up the decisions taken at the Lisbon Summit for creating a stronger and more competitive EU and for combating social exclusion.	an obstruction to the proper running of the market	Newswire	0.17	1.56
sentence2phrase.train	This shows that, in this area more than any other, we have a tremendous responsibility and we must, it seems to me, stifle any institutional pride we may have.	putting aside institutional pride	Newswire	1.04	3.96
sentence2phrase.train	Provided the vendor can always inform the buyer of the nature of the goods and the limitations on the information that should be sufficient.	false advertising	Newswire	0.13	1.46
sentence2phrase.train	Branson said that his preference would be to operate a fully commercial service on routes to New York, Barbados and Dubai.	federal offices	Newswire	0.22	0.0
sentence2phrase.train	The Fox Movie Channel has banned Charlie Chan.	banning actors from appearing	Newswire	0.54	3.02
sentence2phrase.train	I reliably receive reminders when my dog needs a vaccination, writes Steinberg, of Johns Hopkins University.	vaccinating the family pet	Newswire	0.67	3.54
sentence2phrase.train	I would also like to pick on the Council by asking why it is not moving forward on Article 24 of the Financial Regulation.	online banking	Newswire	0.29	0.84
sentence2phrase.train	Immigrants to the United States from Southeast Asia and India have higher than expected male to female birth ratios, which the report authors suggest is partially deliberate sex selection based on cultural attitudes from home countries.	birth rates in the U.S.	Newswire	0.35	1.66
sentence2phrase.train	This brings me to our group' s strategy, because at the core of our belief is the wish to get value for money for the European citizen.	failed strategies for maintaining the value of the euro in this crisis	Newswire	0.39	4.38
sentence2phrase.train	And what is his opinion of Mr Cem's position - the President-in-Office did not reply here - that there can be no link-up between the Cyprus question and furthering the Accession Partnership between Turkey and the European Union?	the President neglecting to answer a question	Newswire	0.47	1.88
sentence2phrase.train	Some amendments, such as Nos 1 and 18, deal with questions that basically concern the United Kingdom, and it must be said that all the groups from the United Kingdom, whether socialist, popular or green, have supported them vehemently and they have been approved in the Committee on the Environment.	Socialist, Popular and Green common viewpoints.	Newswire	0.29	2.91
sentence2phrase.train	The Court, as in other years, has failed to point out exactly where those failures occurred.	successful management of the EU's finances	Newswire	0.3	0.0
sentence2phrase.train	The question is: who should these students apply to in order to confirm that, if they take these courses and complete their studies in Britain, they are entitled to have results?	British students confirming that their degrees will yield results	Newswire	0.41	3.75
sentence2phrase.train	The website of international news service Al Jazeera was hacked Tuesday by a group idenitified only as Al-Rashedon.	trapping four people	Newswire	0.15	0.0
sentence2phrase.train	Bank of America leads Consumer Financial Protection Bureau complaints about mortgages.	rising mortgages	Newswire	0.98	2.91
sentence2phrase.train	I never thought I'd say this, but I almost missed Vin Diesel at first.	Vin Diesel's movie character	Newswire	1.02	2.5
sentence2phrase.train	The event features brand new attractions including a high dive show, a wolf pack exhibit and an Old West exhibit.	howling wolves on show	Newswire	0.37	2.91
sentence2phrase.train	It is the prerogative of those handing out money to stipulate the political objectives and the Commissioner has done so on several occasions.	the Commissioner's role in distributing money to stipulate political objectives	Newswire	1.0	4.38
sentence2phrase.train	On the other hand, we have the communications networks which need a constant supply of content in order to fill their web pages and which see nothing wrong in subordinating the content, in ransoming it and using it without paying any particular attention to the rules of production.	filling web pages with content	Newswire	0.35	2.29
sentence2phrase.train	Budget policy needs to instil public confidence in European policy.	public confidence	Newswire	2.03	2.5
sentence2phrase.train	You will be aware that this was a deliberate decision taken in Amsterdam to clearly distinguish the two roles, with the High Representative, as opposed to the Commission, not speaking from a completely independent viewpoint, but under a remit to coordinate the common foreign and security policies that lie within the competence of the Member States, and there we should leave perhaps ample scope for an intergovernmental approach.	an intergovernmental approach toward the common foreign and security policies within the Member States	Newswire	0.79	5.0
sentence2phrase.train	Charlie Chan is off the case for the Fox Movie Channel.	Fox movie channel	Newswire	0.84	2.5
sentence2phrase.train	The elections in Yugoslavia have shown two things: that the people have finally had enough of the dictator Milosevic and that they have confidence in Professor Kostunica.	making access to support and information	Newswire	0.24	0.0
sentence2phrase.train	At the same time, the Union continues to provide substantial material aid to both countries through its various programmes, in particular its TACIS programme.	union collaboration	Newswire	0.4	1.88
sentence2phrase.train	I too would like to welcome Mr Prodi' s forceful and meaningful intervention.	Prodi' s welcome intervention	Newswire	1.23	4.59
sentence2phrase.train	This may also enable the Council Presidency to have discussions with the Member States with a view to obtaining the Council' s approval of your proposals and to adopting the text at first reading, if necessary by qualified majority voting.	conversion from fossil fuels	Newswire	0.15	0.0
sentence2phrase.train	Provision for social, cultural and charitable causes must be included in Article 87 so that the future of these important institutions can also be permanently safeguarded.	protection and appreciation of social, cultural and charitable causes	Newswire	1.63	4.38
sentence2phrase.train	Instead of pursuing the most imminent and real threats - international terrorists - this Bush administration has chosen to settle old scores, Graham said.	international terrorists, the most pressing and valid security threat	Newswire	1.07	3.34
sentence2phrase.train	This initiative is based upon a Council regulation amending the regulation which defines the current GSP.	Amending current GSP regulation	Newswire	0.88	3.13
sentence2phrase.train	Mr President, Commissioner, ladies and gentlemen, let me begin straight away by saying that, in principle, I welcome the Commission's proposal to set up a compensation fund, even from the point of view of Austrian agriculture.	many meetings with Russia at all levels	Newswire	0.11	0.21
sentence2phrase.train	The actions reflect our strong forward momentum as we intensify our business focus and work to achieve profitability," said Katsumi Ihara, president of Sony Ericsson.	retailers J.C. Penney Co. Inc. and Walgreen Co.	Newswire	0.23	0.41
sentence2phrase.train	The extra EU subsidy proposed in Mr Garot' s report would, in my view, be quite unreasonable in a year such as this when, with Agenda 2000 and the forthcoming enlargement to include Central and Eastern Europe, we are to reform agricultural policy.	an independent commission of inquiry	Newswire	0.14	0.41
sentence2phrase.train	Commissioner, ladies and gentlemen, these are the solutions advocated by the Committee on Agriculture and Rural Development.	the compromise amendment	Newswire	0.27	1.25
sentence2phrase.train	But we will have a chance to go through all that.	untangled time	Newswire	0.32	0.0
sentence2phrase.train	Ladies and gentlemen, as I am sure you will have noticed, the last part of the speech by the President of the Court of Auditors was marred by an unfortunate bug that intruded between his speech and this Chamber.	unlucky insects getting squashed	Newswire	0.13	0.0
sentence2phrase.train	Both Estrada and Honasan have denied any involvement in the failed military rebellion.	claimed dozens of lives	Newswire	0.28	1.04
sentence2phrase.train	Perhaps some European Union common sense will help sort out the problem and give George Bush his rightful place in history - its dustbin!	basketball court	Newswire	0.2	0.0
sentence2phrase.train	The port state control Directive is designed to check compliance with international requirements and not to introduce new rules.	compliance with requirements	Newswire	1.02	2.91
sentence2phrase.train	This swift and focused approach resulting in the two 'Erika' packages and six proposals has created an enormous momentum.	no access to learning	Newswire	0.21	0.0
sentence2phrase.train	By acting in this way in the name of subsidiarity, the Union is, in actual fact, shirking one of its responsibilities, as it has in recent weeks both in northern Italy and in Spain.	the behaviour resulting in irresponsibility with appurtenances	Newswire	0.54	0.63
sentence2phrase.train	The Commission would first and foremost like to highlight the commitment we made to the citizens of Europe to ensure protection of the personal data processed by the institutions of Europe.	internal reforms	Newswire	0.2	1.46
sentence2phrase.train	The fact is, even though, as early as the Treaty of Rome, reference was made to the French overseas departments, we had to wait until 1989 and the programme of options specific to the remote and insular nature of these regions, the notorious POSEI programmes, for the European Union to at long last acknowledge that the permanence and combination of structural handicaps affecting the outermost regions justified special treatment in comparison with the other regions of the Community.	spa treatments including massages and facial cleansing procedures	Newswire	0.18	0.0
sentence2phrase.train	An amendment to remove such protections failed by a vote of 186 to 237.	failure in removing protections	Newswire	1.17	2.5
sentence2phrase.train	We are working on these in committee, but no decisions were taken on the matter this week, as Poul Nielson was absent on a visit to the Balkans.	the committee's indecisiveness	Newswire	0.58	3.44
sentence2phrase.train	In measurable terms, the liberal rationale is effectively opposed to a high level of maritime safety.	 irrational sea nature and logical safety precaution	Newswire	0.53	2.09
sentence2phrase.train	The Duke of Edinburgh missed numerous royal occasions while he was in the private building.	Justice Minister Tzipi Livni notes on Saudi Arabia	Newswire	0.14	0.0
sentence2phrase.train	Why does the US media provide so little coverage of the Paralympics compared to other sports?	US media's lack of paralympic coverage	Newswire	0.69	4.79
sentence2phrase.train	I should like to reiterate that the urgent action upon which you are now insisting is not necessary.	unnecessary actions	Newswire	0.76	3.34
sentence2phrase.train	We’ll be able to work on so many cool things.	a fun job	Newswire	0.37	2.81
sentence2phrase.train	Before that the division was known as the NASCAR Grand National Series.	the oath of office ceremony	Newswire	0.41	0.0
sentence2phrase.train	Iraqi officials here insist that the attacks are being carried out by "outsiders" who slip into Fallujah and attack at night.	attacks on Fallujah markets and people	Newswire	0.61	2.5
